								
																	
ISBN	SELO	EDIÇÃO	VOLUME / SÉRIE	DISCIPLINA	SEGMENTO	COLEÇÃO	OBRA	AUTOR									
9788508171279	ÁTICA	10			Literatura Juvenil	AVULSO	QUARTO DE DESPEJO	CAROLINA MARIA DE JESUS									
9788508172030	ÁTICA	1			Literatura Juvenil	AVULSO	ZÉ PEDRO E SEUS DOIS AMORES E OUTRAS HISTÓRIAS	RICARDO AZEVEDO									
9788508175451	ÁTICA	2			Literatura Juvenil	BOA PROSA	ALÉM DO PONTO E OUTROS CONTOS	CAIO FERNANDO ABREU									
9788508175710	ÁTICA	4			Literatura Juvenil	BOA PROSA	CONTOS DA INFÂNCIA E DA ADOLESCENCIA	LUIZ VILELA									
9788508175734	ÁTICA	8			Literatura Juvenil	BOA PROSA	ELO PARTIDO E OUTRAS HISTÓRIAS, O	OTTO LARA RESENDE									
9788508108275	ÁTICA	2			Literatura Juvenil	BOA PROSA	ENTRE A SECA E A GAROA	RICARDO RAMOS									
9788508108374	ÁTICA	2			Literatura Juvenil	BOA PROSA	FANTOCHES!	MARCOS REY									
9788508108312	ÁTICA	3			Literatura Juvenil	BOA PROSA	HOMEM CORDIAL E OUTRAS HISTÓRIAS, O										
9788508108138	ÁTICA	11			Literatura Juvenil	BOA PROSA	LADRÃO DE SONHOS E OUTRAS HISTÓRIAS, O	IVAN ANGELO									
9788508161133	ÁTICA	2			Literatura Juvenil	BOA PROSA	OITO CONTOS DE AMOR										
9788508175468	ÁTICA	3			Literatura Juvenil	BOA PROSA	PENÉLOPE MANDA LEMBRANÇAS	MARINA COLASANTI									
9788508108091	ÁTICA	8			Literatura Juvenil	BOA PROSA	TRONO NO MORRO, O	OTTO LARA RESENDE									
9788508173563	ÁTICA	2			Literatura Juvenil	BOA PROSA	VENHA VER O PÔR DO SOL E OUTROS CONTOS	LYGIA FAGUNDES TELLES									
9788508173495	ÁTICA	10			Literatura Juvenil	BOA PROSA	VOZES DO RETRATO	DALTON TREVISAN									
9788508145690	ÁTICA	35			Literatura Juvenil	BOM LIVRO	ALIENISTA, O	MACHADO DE ASSIS									
9788508145683	ÁTICA	31			Literatura Juvenil	BOM LIVRO	AMOR DE PERDIÇÃO	CAMILO CASTELO BRANCO									
9788508132041	ÁTICA	12			Literatura Juvenil	BOM LIVRO	ANTOLOGIA DE POESIA BRASILEIRA: ROMANTISMO	GONÇALVES DE MAGALHÃES, GONÇALVES DIAS, LAURINDO RABELO, CASIMIRO DE ABREU, JUNQUEIRA FREIRE, ÁLVARES DE AZEVEDO, FAGUNDES VARELA, BERNARDO GUIMARÃES, CASTRO ALVES, TOBIAS BARRETO, SOUSÂNDRADE									
9788508150212	ÁTICA	2			Literatura Juvenil	BOM LIVRO	ANTOLOGIA POÉTICA	CRUZ E SOUZA									
9788508145676	ÁTICA	23			Literatura Juvenil	BOM LIVRO	ATENEU, O	RAUL POMPEIA									
9788508145669	ÁTICA	7			Literatura Juvenil	BOM LIVRO	AUTO DA BARCA DO INFERNO, FARSA DE INÊS PEREIRA E AUTO DA ÍNDIA	GIL VICENTE									
9788508161980	ÁTICA	8			Literatura Juvenil	BOM LIVRO	BOM-CRIOULO	ADOLFO CAMINHA									
9788508127054	ÁTICA	8			Literatura Juvenil	BOM LIVRO	BRUZUNDANGAS, OS	LIMA BARRETO									
9788508063925	ÁTICA	4			Literatura Juvenil	BOM LIVRO	CANAÃ	GRAÇA ARANHA									
9788508145652	ÁTICA	4			Literatura Juvenil	BOM LIVRO	CIDADE E AS SERRAS, A	EÇA DE QUEIRÓS									
9788508145645	ÁTICA	30			Literatura Juvenil	BOM LIVRO	CINCO MINUTOS / A VIUVINHA	JOSÉ DE ALENCAR									
9788508150236	ÁTICA	14			Literatura Juvenil	BOM LIVRO	CLARA DOS ANJOS	LIMA BARRETO									
9788508145638	ÁTICA	28			Literatura Juvenil	BOM LIVRO	CONTOS	MACHADO DE ASSIS									
9788508080038	ÁTICA	1			Literatura Juvenil	BOM LIVRO	CONTOS REUNIDOS - BRÁS, BEXIGA E BARRA FUNDA - LARANJA DA CHINA	ANTÔNIO DE ALCÂNTARA MACHADO									
9788508145621	ÁTICA	38			Literatura Juvenil	BOM LIVRO	CORTIÇO, O	ALUÍSIO AZEVEDO									
9788508145614	ÁTICA	17			Literatura Juvenil	BOM LIVRO	CRIME DO PADRE AMARO, O	EÇA DE QUEIRÓS									
9788508154104	ÁTICA	5			Literatura Juvenil	BOM LIVRO	CRONISTAS DO DESCOBRIMENTO	ANTONIO CARLOS OLIVIERI, MARCO ANTONIO VILLA									
9788508145607	ÁTICA	41			Literatura Juvenil	BOM LIVRO	DOM CASMURRO	MACHADO DE ASSIS									
9788508131914	ÁTICA	13			Literatura Juvenil	BOM LIVRO	ESAÚ E JACÓ	MACHADO DE ASSIS									
9788508172047	ÁTICA	29			Literatura Juvenil	BOM LIVRO	ESCRAVA ISAURA, A	BERNARDO GUIMARÃES									
9788508164219	ÁTICA	4			Literatura Juvenil	BOM LIVRO	ESPUMAS FLUTUANTES E OUTROS POEMAS	CASTRO ALVES									
9788508145935	ÁTICA	27			Literatura Juvenil	BOM LIVRO	GUARANI, O	JOSÉ DE ALENCAR									
9788508154197	ÁTICA	27			Literatura Juvenil	BOM LIVRO	HELENA	MACHADO DE ASSIS									
9788508131938	ÁTICA	30			Literatura Juvenil	BOM LIVRO	INOCÊNCIA	VISCONDE DE TAUNAY									
9788508145966	ÁTICA	38			Literatura Juvenil	BOM LIVRO	IRACEMA	JOSÉ DE ALENCAR									
9788508150250	ÁTICA	2			Literatura Juvenil	BOM LIVRO	LIRA DOS VINTE ANOS 	ÁLVARES DE AZEVEDO									
9788508145959	ÁTICA	29			Literatura Juvenil	BOM LIVRO	LUCÍOLA	JOSÉ DE ALENCAR									
9788508052653	ÁTICA	10			Literatura Juvenil	BOM LIVRO	LUNETA MÁGICA, A	JOAQUIM MANUEL DE MACEDO									
9788508154135	ÁTICA	12			Literatura Juvenil	BOM LIVRO	LUSÍADAS, OS	LUIS VAZ DE CAMÕES									
9788508154098	ÁTICA	21			Literatura Juvenil	BOM LIVRO	MÃO E A LUVA, A	MACHADO DE ASSIS									
9788508145928	ÁTICA	10			Literatura Juvenil	BOM LIVRO	MARÍLIA DE DIRCEU, CARTAS CHILENAS	TOMÁS ANTÔNIO GONZAGA									
9788508131891	ÁTICA	7			Literatura Juvenil	BOM LIVRO	MEMORIAL DE AIRES	MACHADO DE ASSIS									
9788508145973	ÁTICA	33			Literatura Juvenil	BOM LIVRO	MEMÓRIAS DE UM SARGENTO DE MILÍCIAS	MANUEL ANTÔNIO DE ALMEIDA									
9788508154159	ÁTICA	30			Literatura Juvenil	BOM LIVRO	MEMÓRIAS PÓSTUMAS DE BRÁS CUBAS	MACHADO DE ASSIS									
9788508154210	ÁTICA	36			Literatura Juvenil	BOM LIVRO	MORENINHA, A	JOAQUIM MANUEL DE MACEDO									
9788508128709	ÁTICA	21			Literatura Juvenil	BOM LIVRO	MULATO, O	ALUÍSIO AZEVEDO									
9788508164196	ÁTICA	2			Literatura Juvenil	BOM LIVRO	POEMAS COMPLETOS DE ALBERTO CAEIRO	FERNANDO PESSOA									
9788508126934	ÁTICA	2			Literatura Juvenil	BOM LIVRO	POESIA LÍRICA E INDIANISTA	GONÇALVES DIAS									
9788508176540	ÁTICA	23			Literatura Juvenil	BOM LIVRO	PRIMO BASÍLIO, O	EÇA DE QUEIRÓS									
9788508131877	ÁTICA	18			Literatura Juvenil	BOM LIVRO	QUINCAS BORBA	MACHADO DE ASSIS									
9788508131853	ÁTICA	29			Literatura Juvenil	BOM LIVRO	SEMINARISTA, O	BERNARDO GUIMARÃES									
9788508145591	ÁTICA	36			Literatura Juvenil	BOM LIVRO	SENHORA	JOSÉ DE ALENCAR									
9788508154111	ÁTICA	2			Literatura Juvenil	BOM LIVRO	SONETOS	LUIS VAZ DE CAMÕES									
9788508157334	ÁTICA	3			Literatura Juvenil	BOM LIVRO	TIL	JOSÉ DE ALENCAR									
9788508145942	ÁTICA	25			Literatura Juvenil	BOM LIVRO	TRISTE FIM DE POLICARPO QUARESMA	LIMA BARRETO									
9788508154173	ÁTICA	6			Literatura Juvenil	BOM LIVRO	VÁRIAS HISTÓRIAS	MACHADO DE ASSIS									
9788508161904	ÁTICA	1			Literatura Juvenil	BOM LIVRO	VIAGENS NA MINHA TERRA	ALMEIDA GARRET									
9788508157341	ÁTICA	2			Literatura Juvenil	CLÁSSICOS BRASILEIROS EM HQ	ALIENISTA, O	LUIZ ANTONIO AGUIAR, MACHADO DE ASSIS, CESAR LOBO									
PRELO	ÁTICA	1			Literatura Juvenil	Clássicos Brasileiros em HQ	Amar, verbo intransitivo	IVAN JAF, ELOAR GUAZZELLI									
9788508153657	ÁTICA	1			Literatura Juvenil	CLÁSSICOS BRASILEIROS EM HQ	ATENEU, O	MARCELLO QUINTANILHA, RAUL POMPEIA									
9788508164066	ÁTICA	2			Literatura Juvenil	CLÁSSICOS BRASILEIROS EM HQ	CORTIÇO, O	IVAN JAF, ALUÍSIO AZEVEDO, RODRIGO ROSA									
9788508153619	ÁTICA	1			Literatura Juvenil	CLÁSSICOS BRASILEIROS EM HQ	DOM CASMURRO	IVAN JAF, MACHADO DE ASSIS, RODRIGO ROSA									
9788508157433	ÁTICA	2			Literatura Juvenil	CLÁSSICOS BRASILEIROS EM HQ	ESCRAVA ISAURA, A	IVAN JAF, BERNARDO GUIMARÃES, GUAZZELLI									
9788508157327	ÁTICA	2			Literatura Juvenil	CLÁSSICOS BRASILEIROS EM HQ	GUARANI, O	IVAN JAF, JOSÉ DE ALENCAR, LUIZ GÊ									
9788508157310	ÁTICA	2			Literatura Juvenil	CLÁSSICOS BRASILEIROS EM HQ	MEMÓRIAS DE UM SARGENTO DE MILÍCIAS	IVAN JAF, MANUEL ANTÔNIO DE ALMEIDA, RODRIGO ROSA									
9788508160440	ÁTICA	1			Literatura Juvenil	CLÁSSICOS BRASILEIROS EM HQ	MEMÓRIAS PÓSTUMAS DE BRÁS CUBAS	LUIZ ANTONIO AGUIAR, MACHADO DE ASSIS, CESAR LOBO									
9788508148721	ÁTICA	1			Literatura Juvenil	CLÁSSICOS BRASILEIROS EM HQ	NOITE NA TAVERNA	ÁLVARES DE AZEVEDO, ARTHUR GARCIA, FRANCO DE ROSA, RODOLFO ZALLA, RUBENS CORDEIRO, SEBASTIÃO SEABRA, WALMIR AMARAL, REINALDO SERIACOPI									
9788508153633	ÁTICA	1			Literatura Juvenil	CLÁSSICOS BRASILEIROS EM HQ	QUINZE, O	SHIKO, RACHEL DE QUEIROZ									
9788508164042	ÁTICA	2			Literatura Juvenil	CLÁSSICOS BRASILEIROS EM HQ	TRISTE FIM DE POLICARPO QUARESMA	LUIZ ANTONIO AGUIAR, LIMA BARRETO, CESAR LOBO									
9788508120352	ÁTICA	2			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	AMIGO DE CASTRO ALVES, O	MOACYR SCLIAR									
9788508127726	ÁTICA	1			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	AMOR? TÔ FORA!	LUIZ ANTONIO AGUIAR									
9788508120581	ÁTICA	2			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	ATAQUE DO COMANDO P.Q.	MOACYR SCLIAR									
9788508123629	ÁTICA	2			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	AUTO DO BUSÃO DO INFERNO	ÁLVARO CARDOSO GOMES									
9788508120239	ÁTICA	2			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	CÂMERA NA MÃO, O GUARANI NO CORAÇÃO	MOACYR SCLIAR									
9788508161966	ÁTICA	1			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	CORAÇÃO MAIOR QUE O MUNDO, UM	LUÍS AUGUSTO FISCHER									
9788508120680	ÁTICA	2			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	CORAÇÕES PARTIDOS	LUIZ ANTONIO AGUIAR									
9788508120277	ÁTICA	2			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	DEZ DIAS DE CORTIÇO	IVAN JAF									
9788508120390	ÁTICA	2			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	DONA CASMURRA E SEU TIGRÃO	IVAN JAF									
9788508124459	ÁTICA	2			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	ERA NO TEMPO DO REI	LUIZ ANTONIO AGUIAR									
9788508134717	ÁTICA	2			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	GAROTA BONITA, UMA	LUIZ ANTONIO AGUIAR									
9788508166213	ÁTICA	1			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	GUERRA É GUERRA	IVAN JAF									
9788508120215	ÁTICA	2			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	LONGE DOS OLHOS	IVAN JAF									
9788508120291	ÁTICA	2			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	MEMÓRIAS DE UM JOVEM PADRE	ÁLVARO CARDOSO GOMES									
9788508120666	ÁTICA	2			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	MISTÉRIO DA CASA VERDE, O	MOACYR SCLIAR									
9788508118946	ÁTICA	1			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	MORENINHA 2: A MISSÃO, A	IVAN JAF									
9788508120192	ÁTICA	2			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	MUNDO É DOS CANÁRIOS, O	LUIZ ANTONIO AGUIAR									
9788508126637	ÁTICA	1			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	NO ALTO DA SERRA	ÁLVARO CARDOSO GOMES									
9788508120314	ÁTICA	2			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	ONDE FICA O ATENEU	IVAN JAF									
9788508120376	ÁTICA	2			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	POR MARES HÁ MUITO NAVEGADOS	ÁLVARO CARDOSO GOMES									
9788508120338	ÁTICA	2			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	PRIMA DE UM AMIGO MEU, A	ÁLVARO CARDOSO GOMES									
9788508120253	ÁTICA	2			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	SERTÃO VAI VIRAR MAR, O	MOACYR SCLIAR									
9788508119646	ÁTICA	1			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	TEMPO QUE SE PERDE, O	LUIZ ANTONIO AGUIAR									
9788508120178	ÁTICA	2			Literatura Juvenil	DESCOBRINDO OS CLÁSSICOS	VOO DO HIPÓPOTAMO, O	LUIZ ANTONIO AGUIAR									
9788508062188	ÁTICA	3			Literatura Juvenil	EU LEIO	ALICE NO PAÍS DAS MARAVILHAS	LEWIS CARROLL									
9788508145492	ÁTICA	7			Literatura Juvenil	EU LEIO	AVENTURAS DE TOM SAWYER, AS	MARK TWAIN									
9788508058969	ÁTICA	5			Literatura Juvenil	EU LEIO	CÃO DOS BASKERVILLE, O	CONAN DOYLE									
9788508045228	ÁTICA	6			Literatura Juvenil	EU LEIO	ESCARAVELHO DE OURO E OUTRAS HISTÓRIAS, O	EDGAR ALLAN POE									
9788508161928	ÁTICA	8			Literatura Juvenil	EU LEIO	ESTUDO EM VERMELHO, UM	CONAN DOYLE									
9788508068869	ÁTICA	3			Literatura Juvenil	EU LEIO	FANTASMA DA ÓPERA, O	GASTON LEROUX									
9788508165032	ÁTICA	2			Literatura Juvenil	EU LEIO	FRANKENSTEIN	MARY SHELLEY									
9788508055982	ÁTICA	5			Literatura Juvenil	EU LEIO	HISTÓRIA DE NATAL, UMA	CHARLES DICKENS									
9788508067671	ÁTICA	2			Literatura Juvenil	EU LEIO	HISTÓRIAS DE CRIME E MISTÉRIO	EDGAR ALLAN POE									
9788508053834	ÁTICA	2			Literatura Juvenil	EU LEIO	ILHA DO TESOURO, A	ROBERT L. STEVENSON									
9788508147236	ÁTICA	2			Literatura Juvenil	EU LEIO	LIVRO DA SELVA, O	RUDYARD KIPLING									
9788508062102	ÁTICA	3			Literatura Juvenil	EU LEIO	MÁGICO DE OZ, O	L. FRANK BAUM									
9788508145515	ÁTICA	8			Literatura Juvenil	EU LEIO	MÉDICO E O MONSTRO, O	ROBERT L. STEVENSON									
9788508047161	ÁTICA	9			Literatura Juvenil	EU LEIO	PRÍNCIPE E O MENDIGO, O	MARK TWAIN									
9788508075485	ÁTICA	1			Literatura Juvenil	EU LEIO	VALE DO MEDO, O	CONAN DOYLE									
9788508145539	ÁTICA	9			Literatura Juvenil	EU LEIO	VIAGEM AO CENTRO DA TERRA	JÚLIO VERNE									
9788508061662	ÁTICA	5			Literatura Juvenil	EU LEIO	VOLTA AO MUNDO EM OITENTA DIAS, A	JÚLIO VERNE									
9788508107162	ÁTICA	5			Literatura Juvenil	FERNANDO SABINO	AMOR DE CAPITU	FERNANDO SABINO									
9788508107100	ÁTICA	10			Literatura Juvenil	FERNANDO SABINO	BOM LADRÃO, O	FERNANDO SABINO									
9788508107049	ÁTICA	4			Literatura Juvenil	FERNANDO SABINO	CORPO DE MULHER, UM	FERNANDO SABINO									
9788508107148	ÁTICA	2			Literatura Juvenil	FERNANDO SABINO	DUAS NOVELAS DE AMOR	FERNANDO SABINO									
9788508119875	ÁTICA	3			Literatura Juvenil	FERNANDO SABINO	HOMEM FEITO, O	FERNANDO SABINO									
9788508107124	ÁTICA	16			Literatura Juvenil	FERNANDO SABINO	MARTINI SECO	FERNANDO SABINO									
9788508107209	ÁTICA	11			Literatura Juvenil	FERNANDO SABINO	NUDEZ DA VERDADE, A	FERNANDO SABINO									
9788508107087	ÁTICA	6			Literatura Juvenil	FERNANDO SABINO	OUTRO GUME DA FACA, O	FERNANDO SABINO									
9788508107063	ÁTICA	7			Literatura Juvenil	FERNANDO SABINO	RESTOS MORTAIS, OS	FERNANDO SABINO									
9788508107186	ÁTICA	7			Literatura Juvenil	FERNANDO SABINO	VITÓRIA DA INFÂNCIA, A	FERNANDO SABINO									
9788508161157	ÁTICA	6			Literatura Juvenil	LYGIA FAGUNDES TELLES	OITO CONTOS DE AMOR	LYGIA FAGUNDES TELLES									
9788508108015	ÁTICA	20			Literatura Juvenil	LYGIA FAGUNDES TELLES	VENHA VER O PÔR DO SOL E OUTROS CONTOS (EDIÇÃO ESCOLAR)	LYGIA FAGUNDES TELLES									
9788508132058	ÁTICA	1			Literatura Juvenil	MANO: CIDADÃO-APRENDIZ	MANO DESCOBRE A ARTE	GILBERTO DIMENSTEIN, HELOISA PRIETO									
9788508146796	ÁTICA	2			Literatura Juvenil	MANO: CIDADÃO-APRENDIZ	MANO DESCOBRE A CONFIANÇA	GILBERTO DIMENSTEIN, HELOISA PRIETO									
9788508147939	ÁTICA	3			Literatura Juvenil	MANO: CIDADÃO-APRENDIZ	MANO DESCOBRE A DIFERENÇA	GILBERTO DIMENSTEIN, HELOISA PRIETO									
9788508146772	ÁTICA	3			Literatura Juvenil	MANO: CIDADÃO-APRENDIZ	MANO DESCOBRE A ECOLOGIA	GILBERTO DIMENSTEIN, HELOISA PRIETO									
9788508147922	ÁTICA				Literatura Juvenil	MANO: CIDADÃO-APRENDIZ	MANO DESCOBRE A LIBERDADE	GILBERTO DIMENSTEIN, HELOISA PRIETO									
9788508143870	ÁTICA	2			Literatura Juvenil	MANO: CIDADÃO-APRENDIZ	MANO DESCOBRE A PAZ	GILBERTO DIMENSTEIN, HELOISA PRIETO									
9788508143894	ÁTICA	2			Literatura Juvenil	MANO: CIDADÃO-APRENDIZ	MANO DESCOBRE A SOLIDARIEDADE	GILBERTO DIMENSTEIN, HELOISA PRIETO									
9788508147946	ÁTICA	4			Literatura Juvenil	MANO: CIDADÃO-APRENDIZ	MANO DESCOBRE O AMOR	GILBERTO DIMENSTEIN, HELOISA PRIETO									
9788508179978	ÁTICA	1			Literatura Juvenil	MARCIA KUPSTAS	AMIGO NO ESCURO, UM	MARCIA KUPSTAS									
9788508164790	ÁTICA	1			Literatura Juvenil	MARCIA KUPSTAS	CORAGEM NÃO TEM COR	MARCIA KUPSTAS									
9788508169122	ÁTICA	1			Literatura Juvenil	MARCIA KUPSTAS	CRESCER É PERIGOSO	MARCIA KUPSTAS									
9788508170111	ÁTICA	1			Literatura Juvenil	MARCIA KUPSTAS	ELES NÃO SÃO ANJOS COMO EU	MARCIA KUPSTAS									
9788508154425	ÁTICA	1			Literatura Juvenil	MARCIA KUPSTAS	EVOCAÇÃO	MARCIA KUPSTAS									
9788508172092	ÁTICA	1			Literatura Juvenil	MARCIA KUPSTAS	MALDIÇÃO DO SILÊNCIO, A	MARCIA KUPSTAS									
9788508161119	ÁTICA	1			Literatura Juvenil	MARCIA KUPSTAS	PRIMEIRO BEIJO, O	MARCIA KUPSTAS									
9788508172986	ÁTICA	1			Literatura Juvenil	MARCIA KUPSTAS	PRIMEIRO DIA DE INVERNO, O	MARCIA KUPSTAS									
9788508165865	ÁTICA	1			Literatura Juvenil	MARCIA KUPSTAS	REVOLUÇÃO EM MIM	MARCIA KUPSTAS									
9788508108596	ÁTICA	1			Literatura Juvenil	MEMÓRIAS DE SANGUE	INSÔNIA DO VAMPIRO, A	IVAN JAF									
9788508145447	ÁTICA	1			Literatura Juvenil	MEMÓRIAS DE SANGUE	MESTRE DAS SOMBRAS, O	IVAN JAF									
9788508119974	ÁTICA	1			Literatura Juvenil	MEMÓRIAS DE SANGUE	REVOLTAS DO VAMPIRO, AS	IVAN JAF									
9788508114443	ÁTICA	1			Literatura Juvenil	MEMÓRIAS DE SANGUE	VAMPIRO APAIXONADO NA CORTE DE D. JOÃO, UM	IVAN JAF									
9788508164837	ÁTICA	1			Literatura Juvenil	MEMÓRIAS DE SANGUE	VAMPIRO E O ZUMBI DOS PALMARES, O	IVAN JAF									
9788508111176	ÁTICA	6			Literatura Juvenil	MEMÓRIAS DE SANGUE	VAMPIRO QUE DESCOBRIU O BRASIL, O	IVAN JAF									
9788508097593	ÁTICA	1			Literatura Juvenil	MOACYR SCLIAR	CAVALOS DA REPÚBLICA, OS	MOACYR SCLIAR									
9788508101108	ÁTICA	1			Literatura Juvenil	MOACYR SCLIAR	CIUMENTO DE CARTEIRINHA	MOACYR SCLIAR									
9788508112890	ÁTICA	1			Literatura Juvenil	MOACYR SCLIAR	MENINO E O BRUXO, O	MOACYR SCLIAR									
9788508097753	ÁTICA	1			Literatura Juvenil	MOACYR SCLIAR	NO CAMINHO DOS SONHOS	MOACYR SCLIAR									
9788508086948	ÁTICA	1			Literatura Juvenil	O TESOURO DOS CLÁSSICOS (JUV.)	DOM QUIXOTE	MICHAEL HARRISON, MIGUEL DE CERVANTES									
9788508104277	ÁTICA	1			Literatura Juvenil	O TESOURO DOS CLÁSSICOS (JUV.)	MOBY DICK	GERALDINE MCCAUGHREAN, HERMAN MELVILLE									
9788508086924	ÁTICA	1			Literatura Juvenil	O TESOURO DOS CLÁSSICOS (JUV.)	ODISSEIA	GERALDINE MCCAUGHREAN, HOMERO									
9788508090105	ÁTICA	1			Literatura Juvenil	O TESOURO DOS CLÁSSICOS (JUV.)	REI ARTUR	JAMES RIORDAN									
9788508127252	ÁTICA	1			Literatura Juvenil	O TESOURO DOS CLÁSSICOS (JUV.)	SERTÕES, OS	IVAN JAF, EUCLIDES DA CUNHA, ANDRÉS SANDOVAL									
9788508089826	ÁTICA	1			Literatura Juvenil	O TESOURO DOS CLÁSSICOS (JUV.)	VIAGENS DE GULLIVER	JAMES RIORDAN, JONATHAN SWIFT									
9788508151288	ÁTICA	2			Literatura Juvenil	OLHO NO LANCE - A TURMA DOS TIGRES	AVIÃO FANTASMA, O 	THOMAS BREZINA									
9788508166138	ÁTICA	2			Literatura Juvenil	OLHO NO LANCE - A TURMA DOS TIGRES	BANDIDOS DA INTERNET, OS	THOMAS BREZINA									
9788508151301	ÁTICA	2			Literatura Juvenil	OLHO NO LANCE - A TURMA DOS TIGRES	CAVALOS ASSOMBRADOS	THOMAS BREZINA									
9788508166152	ÁTICA	1			Literatura Juvenil	OLHO NO LANCE - A TURMA DOS TIGRES	FANTASMA NO CAMPO DE FUTEBOL, O 	THOMAS BREZINA									
9788508159284	ÁTICA	2			Literatura Juvenil	OLHO NO LANCE - A TURMA DOS TIGRES	FORTE DOS ESQUELETOS, O	THOMAS BREZINA									
9788508151349	ÁTICA	3			Literatura Juvenil	OLHO NO LANCE - A TURMA DOS TIGRES	NO TEMPLO DO TROVAO	THOMAS BREZINA									
9788508159260	ÁTICA	4			Literatura Juvenil	OLHO NO LANCE - A TURMA DOS TIGRES	PIRÂMIDE MALDITA, A	THOMAS BREZINA									
9788508151325	ÁTICA	2			Literatura Juvenil	OLHO NO LANCE - A TURMA DOS TIGRES	ROBÔS MEDIEVAIS, OS	THOMAS BREZINA									
9788508065189	ÁTICA	5			Literatura Juvenil	OLHO NO LANCE - JOVENS DETETIVES	HÓSPEDE SUSPEITO, O 	FRIEDRICH SCHECK									
9788508063826	ÁTICA	6			Literatura Juvenil	OLHO NO LANCE - JOVENS DETETIVES	MISTÉRIO NO CASTELO TOCA DO LOBO	FRIEDRICH SCHECK									
9788508063802	ÁTICA	6			Literatura Juvenil	OLHO NO LANCE - JOVENS DETETIVES	NA PISTA DO SEQUESTRADOR 	FRIEDRICH SCHECK									
9788508101177	ÁTICA	1			Literatura Juvenil	OLHO NO LANCE - MUSEU DA AVENTURA	QUEM VAI ACHAR O TESOURO DE VAN GOGH?	THOMAS BREZINA									
9788508097654	ÁTICA	1			Literatura Juvenil	OLHO NO LANCE - MUSEU DA AVENTURA	QUEM VAI DECIFRAR O CÓDIGO LEONARDO?	THOMAS BREZINA									
9788508110278	ÁTICA	1			Literatura Juvenil	OLHO NO LANCE - MUSEU DA AVENTURA	QUEM VAI DESCOBRIR O SEGREDO DE MICHELANGELO?	THOMAS BREZINA									
9788508114085	ÁTICA	1			Literatura Juvenil	OLHO NO LANCE - MUSEU DA AVENTURA	QUEM VAI DESVENDAR O MISTÉRIO NO JARDIM DE MONET?	THOMAS BREZINA									
9788508116959	ÁTICA	1			Literatura Juvenil	OLHO NO LANCE - MUSEU DA AVENTURA	QUEM VAI SOLUCIONAR O ENIGMA DE REMBRANDT?	THOMAS BREZINA									
9788508153695	ÁTICA	1			Literatura Juvenil	OLHO NO LANCE - OS CAÇA-MISTÉRIOS	DIÁRIO PERDIDO DE PERNAMBUCO, O	LUIS EDUARDO MATTA									
9788508166107	ÁTICA	1			Literatura Juvenil	OLHO NO LANCE - OS CAÇA-MISTÉRIOS	FANTASMA DO PELOURINHO, O	ELIANA MARTINS									
9788508127788	ÁTICA	1			Literatura Juvenil	OLHO NO LANCE - OS CAÇA-MISTÉRIOS	LENDA DO TESOURO FARROUPILHA, A	LUÍS DILL									
9788508114870	ÁTICA	1			Literatura Juvenil	OLHO NO LANCE - OS CAÇA-MISTÉRIOS	ROUBO NO PAÇO IMPERIAL	LUIS EDUARDO MATTA									
9788508120499	ÁTICA	1			Literatura Juvenil	OLHO NO LANCE - OS CAÇA-MISTÉRIOS	RUBI DO PLANALTO CENTRAL, O	LUIS EDUARDO MATTA									
9788508120451	ÁTICA	1			Literatura Juvenil	OLHO NO LANCE - OS CAÇA-MISTÉRIOS	TERROR NA PAULISTA	ELIANA MARTINS									
9788508126774	ÁTICA	1			Literatura Juvenil	PALAVRA LIVRE (PARADIDÁTICO)	ALMA DE FOGO - UM EPISÓDIO IMAGINADO NA VIDA DE ÁLVARES DE AZEVEDO	MARIO TEIXEIRA									
9788508088010	ÁTICA	1			Literatura Juvenil	PALAVRA LIVRE (PARADIDÁTICO)	APRENDIZ DE INVENTOR	JOÃO ANZANELLO CARRASCOZA									
